NOTE
Two test results are shown here, for two different metrics during training:
1. NDCG@10 (result: 0.6998)
2. ERR@10 (result: 0.6971) (RankLib's default metric)



java -jar RankLib-2.14.jar -train ../data/final/model2_train.txt -test ../data/final/model2_test.txt -validate ../data/final/model2_validate.txt -ranker 7 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model_listnet/model2_listnet.txt


Discard orig. features
Training data:	../data/final/model2_train.txt
Test data:	../data/final/model2_test.txt
Validation data:	../data/final/model2_validate.txt
Feature vector representation: Dense.
Ranking method:	ListNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] ListNet's Parameters:
No. of epochs: 1500
Learning rate: 1.0E-5

Reading feature file [../data/final/model2_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/final/model2_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/final/model2_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | C.E. Loss      | NDCG@10-T | NDCG@10-V | 
--------------------------------------------------
1033    | 0.0            | 0.6257    | 0.617     | 
1034    | 0.0            | 0.6251    | 0.6159    | 
1035    | 0.0            | 0.6253    | 0.6158    | 
1036    | 0.0            | 0.6253    | 0.6156    | 
1037    | 0.0            | 0.6252    | 0.6156    | 
1038    | 0.0            | 0.6255    | 0.6156    | 
1039    | 0.0            | 0.6252    | 0.6156    | 
1040    | 0.0            | 0.6246    | 0.6156    | 
1041    | 0.0            | 0.6242    | 0.614     | 
1042    | 0.0            | 0.6238    | 0.614     | 
1043    | 0.0            | 0.6233    | 0.6138    | 
1044    | 0.0            | 0.6233    | 0.6138    | 
1045    | 0.0            | 0.6232    | 0.6138    | 
1046    | 0.0            | 0.6231    | 0.6134    | 
1047    | 0.0            | 0.6233    | 0.6134    | 
1048    | 0.0            | 0.6234    | 0.6134    | 
1049    | 0.0            | 0.6226    | 0.6134    | 
1050    | 0.0            | 0.6223    | 0.6134    | 
1051    | 0.0            | 0.6225    | 0.6134    | 
1052    | 0.0            | 0.6221    | 0.6132    | 
1053    | 0.0            | 0.6204    | 0.6132    | 
1054    | 0.0            | 0.6203    | 0.6132    | 
1055    | 0.0            | 0.6203    | 0.6128    | 
1056    | 0.0            | 0.6198    | 0.6119    | 
1057    | 0.0            | 0.6195    | 0.6118    | 
1058    | 0.0            | 0.6196    | 0.6118    | 
1059    | 0.0            | 0.6194    | 0.6118    | 
1060    | 0.0            | 0.6193    | 0.6118    | 
1061    | 0.0            | 0.6191    | 0.6118    | 
1062    | 0.0            | 0.619     | 0.6118    | 
1063    | 0.0            | 0.6185    | 0.6118    | 
1064    | 0.0            | 0.6184    | 0.6118    | 
1065    | 0.0            | 0.6184    | 0.6118    | 
1066    | 0.0            | 0.6179    | 0.6118    | 
1067    | 0.0            | 0.6179    | 0.6118    | 
1068    | 0.0            | 0.6175    | 0.6108    | 
1069    | 0.0            | 0.6174    | 0.6108    | 
1070    | 0.0            | 0.6175    | 0.6108    | 
1071    | 0.0            | 0.6177    | 0.6108    | 
1072    | 0.0            | 0.6177    | 0.6106    | 
1073    | 0.0            | 0.6173    | 0.6107    | 
1074    | 0.0            | 0.6172    | 0.6107    | 
1075    | 0.0            | 0.617     | 0.6107    | 
1076    | 0.0            | 0.6163    | 0.6118    | 
1077    | 0.0            | 0.6155    | 0.6118    | 
1078    | 0.0            | 0.6155    | 0.6118    | 
1079    | 0.0            | 0.615     | 0.6118    | 
1080    | 0.0            | 0.6156    | 0.6107    | 
1081    | 0.0            | 0.6156    | 0.6113    | 
1082    | 0.0            | 0.6149    | 0.6113    | 
1083    | 0.0            | 0.6149    | 0.6113    | 
1084    | 0.0            | 0.6148    | 0.6117    | 
1085    | 0.0            | 0.6141    | 0.6116    | 
1086    | 0.0            | 0.6137    | 0.61      | 
1087    | 0.0            | 0.6137    | 0.61      | 
1088    | 0.0            | 0.6125    | 0.6103    | 
1089    | 0.0            | 0.6125    | 0.6103    | 
1090    | 0.0            | 0.6125    | 0.6101    | 
1091    | 0.0            | 0.6126    | 0.6101    | 
1092    | 0.0            | 0.6123    | 0.6101    | 
1093    | 0.0            | 0.6122    | 0.6101    | 
1094    | 0.0            | 0.6103    | 0.6101    | 
1095    | 0.0            | 0.6101    | 0.6101    | 
1096    | 0.0            | 0.6106    | 0.6101    | 
1097    | 0.0            | 0.6104    | 0.6087    | 
1098    | 0.0            | 0.6105    | 0.6087    | 
1099    | 0.0            | 0.6105    | 0.6086    | 
1100    | 0.0            | 0.6108    | 0.6085    | 
1101    | 0.0            | 0.6109    | 0.6085    | 
1102    | 0.0            | 0.6103    | 0.6077    | 
1103    | 0.0            | 0.6103    | 0.6061    | 
1104    | 0.0            | 0.6104    | 0.6046    | 
1105    | 0.0            | 0.6106    | 0.6047    | 
1106    | 0.0            | 0.6108    | 0.6047    | 
1107    | 0.0            | 0.6112    | 0.6055    | 
1108    | 0.0            | 0.6116    | 0.6049    | 
1109    | 0.0            | 0.6112    | 0.6049    | 
1110    | 0.0            | 0.6113    | 0.606     | 
1111    | 0.0            | 0.6123    | 0.6061    | 
1112    | 0.0            | 0.6116    | 0.6061    | 
1113    | 0.0            | 0.6116    | 0.6048    | 
1114    | 0.0            | 0.6116    | 0.6048    | 
1115    | 0.0            | 0.6115    | 0.6048    | 
1116    | 0.0            | 0.6115    | 0.6048    | 
1117    | 0.0            | 0.6111    | 0.6048    | 
1118    | 0.0            | 0.6106    | 0.6047    | 
1119    | 0.0            | 0.6103    | 0.6048    | 
1120    | 0.0            | 0.61      | 0.6048    | 
1121    | 0.0            | 0.61      | 0.6053    | 
1122    | 0.0            | 0.6093    | 0.6052    | 
1123    | 0.0            | 0.6092    | 0.6052    | 
1124    | 0.0            | 0.6092    | 0.6052    | 
1125    | 0.0            | 0.6092    | 0.6052    | 
1126    | 0.0            | 0.6092    | 0.6052    | 
1127    | 0.0            | 0.6087    | 0.6038    | 
1128    | 0.0            | 0.6082    | 0.6026    | 
1129    | 0.0            | 0.6082    | 0.6026    | 
1130    | 0.0            | 0.6082    | 0.6026    | 
1131    | 0.0            | 0.6081    | 0.6026    | 
1132    | 0.0            | 0.6085    | 0.6026    | 
1133    | 0.0            | 0.6083    | 0.6026    | 
1134    | 0.0            | 0.6083    | 0.6025    | 
1135    | 0.0            | 0.6083    | 0.6025    | 
1136    | 0.0            | 0.6083    | 0.6025    | 
1137    | 0.0            | 0.608     | 0.6021    | 
1138    | 0.0            | 0.6076    | 0.6011    | 
1139    | 0.0            | 0.6076    | 0.6011    | 
1140    | 0.0            | 0.6076    | 0.601     | 
1141    | 0.0            | 0.6068    | 0.6007    | 
1142    | 0.0            | 0.6062    | 0.6007    | 
1143    | 0.0            | 0.6062    | 0.6007    | 
1144    | 0.0            | 0.6063    | 0.6009    | 
1145    | 0.0            | 0.6066    | 0.6009    | 
1146    | 0.0            | 0.6067    | 0.6007    | 
1147    | 0.0            | 0.6067    | 0.6007    | 
1148    | 0.0            | 0.6063    | 0.6002    | 
1149    | 0.0            | 0.6066    | 0.6002    | 
1150    | 0.0            | 0.6067    | 0.5997    | 
1151    | 0.0            | 0.6067    | 0.5997    | 
1152    | 0.0            | 0.6067    | 0.5997    | 
1153    | 0.0            | 0.6067    | 0.5997    | 
1154    | 0.0            | 0.6066    | 0.5997    | 
1155    | 0.0            | 0.606     | 0.5994    | 
1156    | 0.0            | 0.606     | 0.5991    | 
1157    | 0.0            | 0.6057    | 0.5987    | 
1158    | 0.0            | 0.6057    | 0.5971    | 
1159    | 0.0            | 0.6057    | 0.5971    | 
1160    | 0.0            | 0.6057    | 0.597     | 
1161    | 0.0            | 0.6057    | 0.597     | 
1162    | 0.0            | 0.6052    | 0.597     | 
1163    | 0.0            | 0.6052    | 0.597     | 
1164    | 0.0            | 0.6043    | 0.597     | 
1165    | 0.0            | 0.6045    | 0.597     | 
1166    | 0.0            | 0.6045    | 0.597     | 
1167    | 0.0            | 0.6038    | 0.5962    | 
1168    | 0.0            | 0.6029    | 0.5962    | 
1169    | 0.0            | 0.6029    | 0.5962    | 
1170    | 0.0            | 0.6029    | 0.5973    | 
1171    | 0.0            | 0.6027    | 0.5973    | 
1172    | 0.0            | 0.6026    | 0.5973    | 
1173    | 0.0            | 0.6022    | 0.5973    | 
1174    | 0.0            | 0.602     | 0.5973    | 
1175    | 0.0            | 0.602     | 0.5973    | 
1176    | 0.0            | 0.602     | 0.5972    | 
1177    | 0.0            | 0.602     | 0.5972    | 
1178    | 0.0            | 0.602     | 0.5968    | 
1179    | 0.0            | 0.602     | 0.5968    | 
1180    | 0.0            | 0.6025    | 0.5968    | 
1181    | 0.0            | 0.6025    | 0.5976    | 
1182    | 0.0            | 0.6025    | 0.5975    | 
1183    | 0.0            | 0.6016    | 0.5972    | 
1184    | 0.0            | 0.6011    | 0.5968    | 
1185    | 0.0            | 0.6008    | 0.5968    | 
1186    | 0.0            | 0.6008    | 0.5958    | 
1187    | 0.0            | 0.6005    | 0.5958    | 
1188    | 0.0            | 0.5993    | 0.5958    | 
1189    | 0.0            | 0.5986    | 0.5961    | 
1190    | 0.0            | 0.5985    | 0.595     | 
1191    | 0.0            | 0.5985    | 0.5934    | 
1192    | 0.0            | 0.5977    | 0.5934    | 
1193    | 0.0            | 0.5977    | 0.5934    | 
1194    | 0.0            | 0.5975    | 0.5921    | 
1195    | 0.0            | 0.5972    | 0.593     | 
1196    | 0.0            | 0.597     | 0.593     | 
1197    | 0.0            | 0.5968    | 0.593     | 
1198    | 0.0            | 0.5968    | 0.593     | 
1199    | 0.0            | 0.5963    | 0.5922    | 
1200    | 0.0            | 0.5963    | 0.5922    | 
1201    | 0.0            | 0.596     | 0.5922    | 
1202    | 0.0            | 0.596     | 0.5922    | 
1203    | 0.0            | 0.5961    | 0.5922    | 
1204    | 0.0            | 0.5959    | 0.5921    | 
1205    | 0.0            | 0.5959    | 0.5922    | 
1206    | 0.0            | 0.5959    | 0.5922    | 
1207    | 0.0            | 0.5959    | 0.5922    | 
1208    | 0.0            | 0.5954    | 0.5922    | 
1209    | 0.0            | 0.5953    | 0.5922    | 
1210    | 0.0            | 0.5953    | 0.5921    | 
1211    | 0.0            | 0.5946    | 0.5911    | 
1212    | 0.0            | 0.5946    | 0.5911    | 
1213    | 0.0            | 0.5945    | 0.5901    | 
1214    | 0.0            | 0.5945    | 0.5901    | 
1215    | 0.0            | 0.5945    | 0.5901    | 
1216    | 0.0            | 0.5945    | 0.5901    | 
1217    | 0.0            | 0.5945    | 0.5893    | 
1218    | 0.0            | 0.5941    | 0.5893    | 
1219    | 0.0            | 0.5931    | 0.5895    | 
1220    | 0.0            | 0.5931    | 0.5884    | 
1221    | 0.0            | 0.5928    | 0.5884    | 
1222    | 0.0            | 0.5928    | 0.5889    | 
1223    | 0.0            | 0.5928    | 0.5889    | 
1224    | 0.0            | 0.5928    | 0.5889    | 
1225    | 0.0            | 0.5928    | 0.5888    | 
1226    | 0.0            | 0.5928    | 0.5886    | 
1227    | 0.0            | 0.5928    | 0.5886    | 
1228    | 0.0            | 0.5912    | 0.5886    | 
1229    | 0.0            | 0.5902    | 0.5886    | 
1230    | 0.0            | 0.5902    | 0.5886    | 
1231    | 0.0            | 0.5902    | 0.5886    | 
1232    | 0.0            | 0.5902    | 0.5886    | 
1233    | 0.0            | 0.5902    | 0.5888    | 
1234    | 0.0            | 0.5902    | 0.5888    | 
1235    | 0.0            | 0.5902    | 0.5888    | 
1236    | 0.0            | 0.59      | 0.5888    | 
1237    | 0.0            | 0.59      | 0.5888    | 
1238    | 0.0            | 0.59      | 0.5888    | 
1239    | 0.0            | 0.59      | 0.5888    | 
1240    | 0.0            | 0.5898    | 0.5888    | 
1241    | 0.0            | 0.5892    | 0.5877    | 
1242    | 0.0            | 0.5885    | 0.5872    | 
1243    | 0.0            | 0.5885    | 0.5872    | 
1244    | 0.0            | 0.5885    | 0.5872    | 
1245    | 0.0            | 0.5885    | 0.5872    | 
1246    | 0.0            | 0.5885    | 0.5874    | 
1247    | 0.0            | 0.5885    | 0.5872    | 
1248    | 0.0            | 0.5885    | 0.5872    | 
1249    | 0.0            | 0.5884    | 0.5872    | 
1250    | 0.0            | 0.5884    | 0.5872    | 
1251    | 0.0            | 0.5884    | 0.5872    | 
1252    | 0.0            | 0.5882    | 0.5872    | 
1253    | 0.0            | 0.5875    | 0.5872    | 
1254    | 0.0            | 0.587     | 0.5872    | 
1255    | 0.0            | 0.587     | 0.5871    | 
1256    | 0.0            | 0.587     | 0.5871    | 
1257    | 0.0            | 0.587     | 0.5871    | 
1258    | 0.0            | 0.5869    | 0.5871    | 
1259    | 0.0            | 0.5858    | 0.5871    | 
1260    | 0.0            | 0.5854    | 0.5871    | 
1261    | 0.0            | 0.5847    | 0.5871    | 
1262    | 0.0            | 0.5845    | 0.5871    | 
1263    | 0.0            | 0.5841    | 0.5871    | 
1264    | 0.0            | 0.5841    | 0.5871    | 
1265    | 0.0            | 0.5841    | 0.5871    | 
1266    | 0.0            | 0.5833    | 0.5871    | 
1267    | 0.0            | 0.5825    | 0.5871    | 
1268    | 0.0            | 0.5818    | 0.587     | 
1269    | 0.0            | 0.5816    | 0.587     | 
1270    | 0.0            | 0.5815    | 0.5852    | 
1271    | 0.0            | 0.5808    | 0.5852    | 
1272    | 0.0            | 0.5808    | 0.5852    | 
1273    | 0.0            | 0.5808    | 0.5852    | 
1274    | 0.0            | 0.5805    | 0.5852    | 
1275    | 0.0            | 0.5805    | 0.5852    | 
1276    | 0.0            | 0.5805    | 0.5852    | 
1277    | 0.0            | 0.5805    | 0.5852    | 
1278    | 0.0            | 0.5805    | 0.5852    | 
1279    | 0.0            | 0.5805    | 0.5852    | 
1280    | 0.0            | 0.5805    | 0.5824    | 
1281    | 0.0            | 0.5801    | 0.5824    | 
1282    | 0.0            | 0.5795    | 0.583     | 
1283    | 0.0            | 0.5794    | 0.583     | 
1284    | 0.0            | 0.5793    | 0.583     | 
1285    | 0.0            | 0.5793    | 0.5828    | 
1286    | 0.0            | 0.5787    | 0.5823    | 
1287    | 0.0            | 0.5788    | 0.5823    | 
1288    | 0.0            | 0.5778    | 0.5823    | 
1289    | 0.0            | 0.5772    | 0.5823    | 
1290    | 0.0            | 0.5772    | 0.5823    | 
1291    | 0.0            | 0.5772    | 0.5823    | 
1292    | 0.0            | 0.5771    | 0.5823    | 
1293    | 0.0            | 0.5771    | 0.5823    | 
1294    | 0.0            | 0.5772    | 0.5823    | 
1295    | 0.0            | 0.5772    | 0.5829    | 
1296    | 0.0            | 0.5772    | 0.5818    | 
1297    | 0.0            | 0.5767    | 0.5816    | 
1298    | 0.0            | 0.5762    | 0.5816    | 
1299    | 0.0            | 0.5762    | 0.5816    | 
1300    | 0.0            | 0.5762    | 0.5816    | 
1301    | 0.0            | 0.5762    | 0.5816    | 
1302    | 0.0            | 0.5762    | 0.5816    | 
1303    | 0.0            | 0.5762    | 0.5816    | 
1304    | 0.0            | 0.5762    | 0.5816    | 
1305    | 0.0            | 0.5756    | 0.5816    | 
1306    | 0.0            | 0.5756    | 0.5816    | 
1307    | 0.0            | 0.5756    | 0.5816    | 
1308    | 0.0            | 0.5756    | 0.5816    | 
1309    | 0.0            | 0.5756    | 0.5816    | 
1310    | 0.0            | 0.5755    | 0.5805    | 
1311    | 0.0            | 0.5755    | 0.5805    | 
1312    | 0.0            | 0.5757    | 0.5805    | 
1313    | 0.0            | 0.5757    | 0.5805    | 
1314    | 0.0            | 0.5756    | 0.5805    | 
1315    | 0.0            | 0.576     | 0.5805    | 
1316    | 0.0            | 0.576     | 0.5793    | 
1317    | 0.0            | 0.576     | 0.5791    | 
1318    | 0.0            | 0.5753    | 0.579     | 
1319    | 0.0            | 0.5749    | 0.579     | 
1320    | 0.0            | 0.5749    | 0.579     | 
1321    | 0.0            | 0.5749    | 0.579     | 
1322    | 0.0            | 0.5743    | 0.5775    | 
1323    | 0.0            | 0.5743    | 0.5781    | 
1324    | 0.0            | 0.5743    | 0.5781    | 
1325    | 0.0            | 0.5743    | 0.5781    | 
1326    | 0.0            | 0.5743    | 0.5781    | 
1327    | 0.0            | 0.5743    | 0.5781    | 
1328    | 0.0            | 0.5743    | 0.579     | 
1329    | 0.0            | 0.5743    | 0.579     | 
1330    | 0.0            | 0.5741    | 0.579     | 
1331    | 0.0            | 0.5738    | 0.579     | 
1332    | 0.0            | 0.5735    | 0.5778    | 
1333    | 0.0            | 0.5735    | 0.5777    | 
1334    | 0.0            | 0.5736    | 0.5777    | 
1335    | 0.0            | 0.5734    | 0.5776    | 
1336    | 0.0            | 0.5734    | 0.5776    | 
1337    | 0.0            | 0.5734    | 0.5776    | 
1338    | 0.0            | 0.5734    | 0.5776    | 
1339    | 0.0            | 0.5734    | 0.5776    | 
1340    | 0.0            | 0.5733    | 0.5776    | 
1341    | 0.0            | 0.5733    | 0.5776    | 
1342    | 0.0            | 0.5733    | 0.5776    | 
1343    | 0.0            | 0.5733    | 0.5776    | 
1344    | 0.0            | 0.5733    | 0.5776    | 
1345    | 0.0            | 0.5733    | 0.5769    | 
1346    | 0.0            | 0.5732    | 0.5769    | 
1347    | 0.0            | 0.5732    | 0.5769    | 
1348    | 0.0            | 0.5732    | 0.5769    | 
1349    | 0.0            | 0.5732    | 0.5769    | 
1350    | 0.0            | 0.5732    | 0.5769    | 
1351    | 0.0            | 0.5732    | 0.5769    | 
1352    | 0.0            | 0.5735    | 0.5769    | 
1353    | 0.0            | 0.5735    | 0.5769    | 
1354    | 0.0            | 0.5735    | 0.5769    | 
1355    | 0.0            | 0.5735    | 0.5769    | 
1356    | 0.0            | 0.5735    | 0.5769    | 
1357    | 0.0            | 0.5734    | 0.5768    | 
1358    | 0.0            | 0.5734    | 0.5757    | 
1359    | 0.0            | 0.5728    | 0.5757    | 
1360    | 0.0            | 0.5722    | 0.574     | 
1361    | 0.0            | 0.5722    | 0.574     | 
1362    | 0.0            | 0.5722    | 0.574     | 
1363    | 0.0            | 0.5722    | 0.574     | 
1364    | 0.0            | 0.5722    | 0.574     | 
1365    | 0.0            | 0.5722    | 0.574     | 
1366    | 0.0            | 0.5724    | 0.574     | 
1367    | 0.0            | 0.5724    | 0.574     | 
1368    | 0.0            | 0.5724    | 0.574     | 
1369    | 0.0            | 0.5724    | 0.574     | 
1370    | 0.0            | 0.5722    | 0.574     | 
1371    | 0.0            | 0.5719    | 0.5745    | 
1372    | 0.0            | 0.5719    | 0.5745    | 
1373    | 0.0            | 0.5711    | 0.5745    | 
1374    | 0.0            | 0.5709    | 0.5745    | 
1375    | 0.0            | 0.5704    | 0.5745    | 
1376    | 0.0            | 0.5692    | 0.5734    | 
1377    | 0.0            | 0.5696    | 0.5734    | 
1378    | 0.0            | 0.5693    | 0.5734    | 
1379    | 0.0            | 0.5693    | 0.5734    | 
1380    | 0.0            | 0.5693    | 0.5734    | 
1381    | 0.0            | 0.5691    | 0.573     | 
1382    | 0.0            | 0.5691    | 0.573     | 
1383    | 0.0            | 0.5691    | 0.573     | 
1384    | 0.0            | 0.5687    | 0.5721    | 
1385    | 0.0            | 0.5692    | 0.5721    | 
1386    | 0.0            | 0.5692    | 0.5721    | 
1387    | 0.0            | 0.5694    | 0.5721    | 
1388    | 0.0            | 0.5694    | 0.5721    | 
1389    | 0.0            | 0.5694    | 0.5721    | 
1390    | 0.0            | 0.5694    | 0.5715    | 
1391    | 0.0            | 0.5694    | 0.5715    | 
1392    | 0.0            | 0.5694    | 0.5715    | 
1393    | 0.0            | 0.5697    | 0.5715    | 
1394    | 0.0            | 0.5697    | 0.571     | 
1395    | 0.0            | 0.5697    | 0.571     | 
1396    | 0.0            | 0.5697    | 0.571     | 
1397    | 0.0            | 0.5686    | 0.5701    | 
1398    | 0.0            | 0.5686    | 0.5701    | 
1399    | 0.0            | 0.568     | 0.5701    | 
1400    | 0.0            | 0.568     | 0.5701    | 
1401    | 0.0            | 0.568     | 0.5701    | 
1402    | 0.0            | 0.5679    | 0.5701    | 
1403    | 0.0            | 0.5679    | 0.5701    | 
1404    | 0.0            | 0.5675    | 0.5701    | 
1405    | 0.0            | 0.5675    | 0.5701    | 
1406    | 0.0            | 0.5675    | 0.5701    | 
1407    | 0.0            | 0.5675    | 0.5701    | 
1408    | 0.0            | 0.5673    | 0.5694    | 
1409    | 0.0            | 0.5669    | 0.5694    | 
1410    | 0.0            | 0.5669    | 0.5693    | 
1411    | 0.0            | 0.5669    | 0.5693    | 
1412    | 0.0            | 0.5668    | 0.569     | 
1413    | 0.0            | 0.5668    | 0.5691    | 
1414    | 0.0            | 0.5668    | 0.5691    | 
1415    | 0.0            | 0.5668    | 0.5691    | 
1416    | 0.0            | 0.5658    | 0.5691    | 
1417    | 0.0            | 0.5658    | 0.5681    | 
1418    | 0.0            | 0.5658    | 0.5681    | 
1419    | 0.0            | 0.5656    | 0.5681    | 
1420    | 0.0            | 0.5656    | 0.5681    | 
1421    | 0.0            | 0.5656    | 0.5681    | 
1422    | 0.0            | 0.5656    | 0.5681    | 
1423    | 0.0            | 0.5656    | 0.5677    | 
1424    | 0.0            | 0.5656    | 0.5676    | 
1425    | 0.0            | 0.5637    | 0.5676    | 
1426    | 0.0            | 0.5637    | 0.5676    | 
1427    | 0.0            | 0.5637    | 0.5676    | 
1428    | 0.0            | 0.5639    | 0.5672    | 
1429    | 0.0            | 0.5639    | 0.5672    | 
1430    | 0.0            | 0.5638    | 0.5671    | 
1431    | 0.0            | 0.5638    | 0.5671    | 
1432    | 0.0            | 0.5638    | 0.5671    | 
1433    | 0.0            | 0.5638    | 0.5671    | 
1434    | 0.0            | 0.5638    | 0.5671    | 
1435    | 0.0            | 0.5636    | 0.5671    | 
1436    | 0.0            | 0.5636    | 0.5671    | 
1437    | 0.0            | 0.5636    | 0.5671    | 
1438    | 0.0            | 0.5636    | 0.5671    | 
1439    | 0.0            | 0.5636    | 0.5671    | 
1440    | 0.0            | 0.5625    | 0.5671    | 
1441    | 0.0            | 0.5627    | 0.5655    | 
1442    | 0.0            | 0.5626    | 0.5655    | 
1443    | 0.0            | 0.5626    | 0.5655    | 
1444    | 0.0            | 0.5626    | 0.5655    | 
1445    | 0.0            | 0.5626    | 0.5655    | 
1446    | 0.0            | 0.5626    | 0.5655    | 
1447    | 0.0            | 0.5623    | 0.5655    | 
1448    | 0.0            | 0.5623    | 0.5655    | 
1449    | 0.0            | 0.5623    | 0.5654    | 
1450    | 0.0            | 0.5621    | 0.5654    | 
1451    | 0.0            | 0.5614    | 0.5654    | 
1452    | 0.0            | 0.5614    | 0.5654    | 
1453    | 0.0            | 0.5614    | 0.5654    | 
1454    | 0.0            | 0.5614    | 0.5654    | 
1455    | 0.0            | 0.5613    | 0.5654    | 
1456    | 0.0            | 0.5613    | 0.5654    | 
1457    | 0.0            | 0.5613    | 0.5654    | 
1458    | 0.0            | 0.5612    | 0.5654    | 
1459    | 0.0            | 0.5612    | 0.5654    | 
1460    | 0.0            | 0.5612    | 0.5654    | 
1461    | 0.0            | 0.5612    | 0.5654    | 
1462    | 0.0            | 0.5608    | 0.5653    | 
1463    | 0.0            | 0.5608    | 0.5647    | 
1464    | 0.0            | 0.5603    | 0.5635    | 
1465    | 0.0            | 0.5598    | 0.5638    | 
1466    | 0.0            | 0.5598    | 0.5638    | 
1467    | 0.0            | 0.5598    | 0.5638    | 
1468    | 0.0            | 0.5598    | 0.5638    | 
1469    | 0.0            | 0.5596    | 0.5637    | 
1470    | 0.0            | 0.5592    | 0.5636    | 
1471    | 0.0            | 0.5589    | 0.5631    | 
1472    | 0.0            | 0.5588    | 0.5631    | 
1473    | 0.0            | 0.5588    | 0.5631    | 
1474    | 0.0            | 0.5588    | 0.5631    | 
1475    | 0.0            | 0.5588    | 0.5624    | 
1476    | 0.0            | 0.5587    | 0.5624    | 
1477    | 0.0            | 0.5587    | 0.5624    | 
1478    | 0.0            | 0.5587    | 0.5624    | 
1479    | 0.0            | 0.5578    | 0.5608    | 
1480    | 0.0            | 0.5575    | 0.5608    | 
1481    | 0.0            | 0.5569    | 0.5608    | 
1482    | 0.0            | 0.5569    | 0.5608    | 
1483    | 0.0            | 0.5569    | 0.5608    | 
1484    | 0.0            | 0.5557    | 0.5576    | 
1485    | 0.0            | 0.5557    | 0.5576    | 
1486    | 0.0            | 0.5557    | 0.5576    | 
1487    | 0.0            | 0.5557    | 0.5576    | 
1488    | 0.0            | 0.5557    | 0.5576    | 
1489    | 0.0            | 0.5557    | 0.5576    | 
1490    | 0.0            | 0.5557    | 0.5576    | 
1491    | 0.0            | 0.5556    | 0.5576    | 
1492    | 0.0            | 0.5554    | 0.5576    | 
1493    | 0.0            | 0.5554    | 0.5576    | 
1494    | 0.0            | 0.5554    | 0.5576    | 
1495    | 0.0            | 0.5554    | 0.5576    | 
1496    | 0.0            | 0.5554    | 0.5576    | 
1497    | 0.0            | 0.5554    | 0.5576    | 
1498    | 0.0            | 0.5552    | 0.5576    | 
1499    | 0.0            | 0.5552    | 0.5576    | 
1500    | 0.0            | 0.5552    | 0.5576    | 
--------------------------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.6834
NDCG@10 on validation data: 0.6498
---------------------------------
NDCG@10 on test data: 0.6998

------------------------------------------------------
java -jar RankLib-2.14.jar -train ../data/final/model2_train.txt -test ../data/final/model2_test.txt -validate ../data/final/model2_validate.txt -ranker 7 -metric2T NDCG@10 

Discard orig. features
Training data:	../data/final/model2_train.txt
Test data:	../data/final/model2_test.txt
Validation data:	../data/final/model2_validate.txt
Feature vector representation: Dense.
Ranking method:	ListNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	NDCG@10
Highest relevance label (to compute ERR): 4
Feature normalization: No
Model file: ../model_listnet/model2_listnet.txt

[+] ListNet's Parameters:
No. of epochs: 1500
Learning rate: 1.0E-5

Reading feature file [../data/final/model2_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/final/model2_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/final/model2_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | C.E. Loss      | ERR@10-T  | ERR@10-V  | 
--------------------------------------------------
1       | 0.0            | 0.0551    | 0.06      | 
2       | 0.0            | 0.062     | 0.0633    | 
3       | 0.0            | 0.0667    | 0.07      | 
4       | 0.0            | 0.0775    | 0.0776    | 
5       | 0.0            | 0.0871    | 0.0925    | 
6       | 0.0            | 0.097     | 0.1038    | 
7       | 0.0            | 0.1094    | 0.1174    | 
8       | 0.0            | 0.1293    | 0.1457    | 
9       | 0.0            | 0.1489    | 0.171     | 
10      | 0.0            | 0.1694    | 0.1854    | 
11      | 0.0            | 0.1923    | 0.203     | 
12      | 0.0            | 0.2115    | 0.2261    | 
13      | 0.0            | 0.2313    | 0.2444    | 
14      | 0.0            | 0.2554    | 0.2689    | 
15      | 0.0            | 0.2725    | 0.2804    | 
16      | 0.0            | 0.2837    | 0.3059    | 
17      | 0.0            | 0.3023    | 0.3187    | 
18      | 0.0            | 0.3135    | 0.3254    | 
19      | 0.0            | 0.3255    | 0.3421    | 
20      | 0.0            | 0.3428    | 0.3533    | 
21      | 0.0            | 0.3544    | 0.3655    | 
22      | 0.0            | 0.3689    | 0.3697    | 
23      | 0.0            | 0.3805    | 0.3848    | 
24      | 0.0            | 0.3875    | 0.4042    | 
25      | 0.0            | 0.394     | 0.4085    | 
26      | 0.0            | 0.3998    | 0.4115    | 
27      | 0.0            | 0.4039    | 0.4133    | 
28      | 0.0            | 0.4074    | 0.4168    | 
