NOTE
Two test results are shown here, for two different metrics during training:
1. NDCG@10 (result: 0.6998)
2. ERR@10 (result: 0.6971) (RankLib's default metric)



java -jar RankLib-2.14.jar -train ../data/final/model2_train.txt -test ../data/final/model2_test.txt -validate ../data/final/model2_validate.txt -ranker 7 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model_listnet/model2_listnet.txt


Discard orig. features
Training data:	../data/final/model2_train.txt
Test data:	../data/final/model2_test.txt
Validation data:	../data/final/model2_validate.txt
Feature vector representation: Dense.
Ranking method:	ListNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] ListNet's Parameters:
No. of epochs: 1500
Learning rate: 1.0E-5

Reading feature file [../data/final/model2_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/final/model2_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/final/model2_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | C.E. Loss      | NDCG@10-T | NDCG@10-V | 
--------------------------------------------------
493     | 0.0            | 0.6864    | 0.6431    | 
494     | 0.0            | 0.6866    | 0.6422    | 
495     | 0.0            | 0.6866    | 0.6422    | 
496     | 0.0            | 0.6866    | 0.6422    | 
497     | 0.0            | 0.6859    | 0.6423    | 
498     | 0.0            | 0.6837    | 0.6424    | 
499     | 0.0            | 0.6841    | 0.6424    | 
500     | 0.0            | 0.6839    | 0.6425    | 
501     | 0.0            | 0.6839    | 0.6426    | 
502     | 0.0            | 0.6841    | 0.6426    | 
503     | 0.0            | 0.6831    | 0.6425    | 
504     | 0.0            | 0.6819    | 0.6429    | 
505     | 0.0            | 0.6816    | 0.6437    | 
506     | 0.0            | 0.6818    | 0.6445    | 
507     | 0.0            | 0.6816    | 0.6445    | 
508     | 0.0            | 0.6816    | 0.6445    | 
509     | 0.0            | 0.6816    | 0.6441    | 
510     | 0.0            | 0.6817    | 0.6405    | 
511     | 0.0            | 0.6816    | 0.6406    | 
512     | 0.0            | 0.6815    | 0.6393    | 
513     | 0.0            | 0.6816    | 0.6393    | 
514     | 0.0            | 0.6814    | 0.6393    | 
515     | 0.0            | 0.6811    | 0.6393    | 
516     | 0.0            | 0.681     | 0.6393    | 
517     | 0.0            | 0.6812    | 0.6394    | 
518     | 0.0            | 0.6811    | 0.6385    | 
519     | 0.0            | 0.6811    | 0.6378    | 
520     | 0.0            | 0.6811    | 0.6378    | 
521     | 0.0            | 0.6802    | 0.6378    | 
522     | 0.0            | 0.6802    | 0.6378    | 
523     | 0.0            | 0.6803    | 0.6378    | 
524     | 0.0            | 0.6805    | 0.6378    | 
525     | 0.0            | 0.6812    | 0.6379    | 
526     | 0.0            | 0.6811    | 0.6381    | 
527     | 0.0            | 0.6812    | 0.6381    | 
528     | 0.0            | 0.681     | 0.6387    | 
529     | 0.0            | 0.681     | 0.6387    | 
530     | 0.0            | 0.6813    | 0.6383    | 
531     | 0.0            | 0.6813    | 0.6383    | 
532     | 0.0            | 0.6812    | 0.6384    | 
533     | 0.0            | 0.681     | 0.6382    | 
534     | 0.0            | 0.6809    | 0.6382    | 
535     | 0.0            | 0.6798    | 0.6381    | 
536     | 0.0            | 0.6803    | 0.6381    | 
537     | 0.0            | 0.6792    | 0.6381    | 
538     | 0.0            | 0.6792    | 0.6381    | 
539     | 0.0            | 0.6786    | 0.6383    | 
540     | 0.0            | 0.6786    | 0.6383    | 
541     | 0.0            | 0.6786    | 0.6385    | 
542     | 0.0            | 0.6782    | 0.6389    | 
543     | 0.0            | 0.6781    | 0.6389    | 
544     | 0.0            | 0.6783    | 0.6389    | 
545     | 0.0            | 0.6783    | 0.6393    | 
546     | 0.0            | 0.6781    | 0.6393    | 
547     | 0.0            | 0.6781    | 0.6393    | 
548     | 0.0            | 0.6781    | 0.6393    | 
549     | 0.0            | 0.6784    | 0.6393    | 
550     | 0.0            | 0.6787    | 0.6393    | 
551     | 0.0            | 0.6786    | 0.6395    | 
552     | 0.0            | 0.6785    | 0.6395    | 
553     | 0.0            | 0.6785    | 0.6395    | 
554     | 0.0            | 0.6785    | 0.6393    | 
555     | 0.0            | 0.6783    | 0.6393    | 
556     | 0.0            | 0.6788    | 0.6393    | 
557     | 0.0            | 0.6789    | 0.6388    | 
558     | 0.0            | 0.6786    | 0.6388    | 
559     | 0.0            | 0.6786    | 0.6388    | 
560     | 0.0            | 0.6785    | 0.6383    | 
561     | 0.0            | 0.6786    | 0.6384    | 
562     | 0.0            | 0.6786    | 0.6384    | 
563     | 0.0            | 0.6786    | 0.6384    | 
564     | 0.0            | 0.6786    | 0.6384    | 
565     | 0.0            | 0.6763    | 0.6384    | 
566     | 0.0            | 0.6758    | 0.6384    | 
567     | 0.0            | 0.6758    | 0.6384    | 
568     | 0.0            | 0.6758    | 0.6384    | 
569     | 0.0            | 0.6762    | 0.6387    | 
570     | 0.0            | 0.6755    | 0.6386    | 
571     | 0.0            | 0.6749    | 0.638     | 
572     | 0.0            | 0.675     | 0.6381    | 
573     | 0.0            | 0.6754    | 0.638     | 
574     | 0.0            | 0.6754    | 0.6388    | 
575     | 0.0            | 0.6754    | 0.6387    | 
576     | 0.0            | 0.6752    | 0.6384    | 
577     | 0.0            | 0.6747    | 0.6384    | 
578     | 0.0            | 0.6746    | 0.6383    | 
579     | 0.0            | 0.6748    | 0.6383    | 
580     | 0.0            | 0.6747    | 0.6383    | 
581     | 0.0            | 0.6748    | 0.6382    | 
582     | 0.0            | 0.6746    | 0.6384    | 
583     | 0.0            | 0.6743    | 0.6383    | 
584     | 0.0            | 0.6741    | 0.6388    | 
585     | 0.0            | 0.6741    | 0.6389    | 
586     | 0.0            | 0.6741    | 0.6389    | 
587     | 0.0            | 0.6739    | 0.6383    | 
588     | 0.0            | 0.6744    | 0.6383    | 
589     | 0.0            | 0.6726    | 0.6383    | 
590     | 0.0            | 0.6726    | 0.6383    | 
591     | 0.0            | 0.6734    | 0.6383    | 
592     | 0.0            | 0.6735    | 0.6385    | 
593     | 0.0            | 0.6736    | 0.6385    | 
594     | 0.0            | 0.6737    | 0.6384    | 
595     | 0.0            | 0.6734    | 0.6384    | 
596     | 0.0            | 0.671     | 0.6373    | 
597     | 0.0            | 0.6707    | 0.6373    | 
598     | 0.0            | 0.671     | 0.6373    | 
599     | 0.0            | 0.6711    | 0.6376    | 
600     | 0.0            | 0.6727    | 0.6377    | 
601     | 0.0            | 0.672     | 0.6377    | 
602     | 0.0            | 0.6709    | 0.6376    | 
603     | 0.0            | 0.6722    | 0.6369    | 
604     | 0.0            | 0.6723    | 0.6369    | 
605     | 0.0            | 0.6718    | 0.6369    | 
606     | 0.0            | 0.6721    | 0.6369    | 
607     | 0.0            | 0.673     | 0.6368    | 
608     | 0.0            | 0.6744    | 0.6368    | 
609     | 0.0            | 0.6744    | 0.6368    | 
610     | 0.0            | 0.6743    | 0.6368    | 
611     | 0.0            | 0.6749    | 0.6368    | 
612     | 0.0            | 0.675     | 0.6369    | 
613     | 0.0            | 0.6746    | 0.6369    | 
614     | 0.0            | 0.6747    | 0.6367    | 
615     | 0.0            | 0.6741    | 0.6369    | 
616     | 0.0            | 0.674     | 0.6369    | 
617     | 0.0            | 0.6749    | 0.6374    | 
618     | 0.0            | 0.6747    | 0.6373    | 
619     | 0.0            | 0.6747    | 0.6372    | 
620     | 0.0            | 0.6742    | 0.636     | 
621     | 0.0            | 0.6742    | 0.6358    | 
622     | 0.0            | 0.6743    | 0.636     | 
623     | 0.0            | 0.6744    | 0.636     | 
624     | 0.0            | 0.6739    | 0.6363    | 
625     | 0.0            | 0.6751    | 0.636     | 
626     | 0.0            | 0.6747    | 0.636     | 
627     | 0.0            | 0.6747    | 0.6361    | 
628     | 0.0            | 0.6747    | 0.636     | 
629     | 0.0            | 0.6748    | 0.6361    | 
630     | 0.0            | 0.675     | 0.6361    | 
631     | 0.0            | 0.675     | 0.636     | 
632     | 0.0            | 0.675     | 0.6361    | 
633     | 0.0            | 0.675     | 0.6364    | 
634     | 0.0            | 0.675     | 0.6363    | 
635     | 0.0            | 0.6734    | 0.6363    | 
636     | 0.0            | 0.673     | 0.636     | 
637     | 0.0            | 0.6729    | 0.6358    | 
638     | 0.0            | 0.673     | 0.6358    | 
639     | 0.0            | 0.673     | 0.6358    | 
640     | 0.0            | 0.673     | 0.6358    | 
641     | 0.0            | 0.6729    | 0.6354    | 
642     | 0.0            | 0.6723    | 0.6355    | 
643     | 0.0            | 0.6714    | 0.6349    | 
644     | 0.0            | 0.6722    | 0.6344    | 
645     | 0.0            | 0.6723    | 0.6343    | 
646     | 0.0            | 0.6722    | 0.6343    | 
647     | 0.0            | 0.6706    | 0.6344    | 
648     | 0.0            | 0.6692    | 0.6343    | 
649     | 0.0            | 0.6695    | 0.6337    | 
650     | 0.0            | 0.6705    | 0.6337    | 
651     | 0.0            | 0.6689    | 0.6337    | 
652     | 0.0            | 0.6684    | 0.6337    | 
653     | 0.0            | 0.6684    | 0.6342    | 
654     | 0.0            | 0.668     | 0.6341    | 
655     | 0.0            | 0.6676    | 0.6341    | 
656     | 0.0            | 0.6676    | 0.6342    | 
657     | 0.0            | 0.6677    | 0.6342    | 
658     | 0.0            | 0.6667    | 0.6343    | 
659     | 0.0            | 0.667     | 0.6344    | 
660     | 0.0            | 0.667     | 0.6344    | 
661     | 0.0            | 0.667     | 0.6341    | 
662     | 0.0            | 0.667     | 0.6342    | 
663     | 0.0            | 0.667     | 0.6342    | 
664     | 0.0            | 0.6669    | 0.6342    | 
665     | 0.0            | 0.6669    | 0.6342    | 
666     | 0.0            | 0.6671    | 0.6341    | 
667     | 0.0            | 0.6669    | 0.6351    | 
668     | 0.0            | 0.6679    | 0.6355    | 
669     | 0.0            | 0.6678    | 0.6355    | 
670     | 0.0            | 0.6687    | 0.6353    | 
671     | 0.0            | 0.6679    | 0.6353    | 
672     | 0.0            | 0.6679    | 0.6353    | 
673     | 0.0            | 0.668     | 0.6353    | 
674     | 0.0            | 0.6675    | 0.6352    | 
675     | 0.0            | 0.6677    | 0.6353    | 
676     | 0.0            | 0.6677    | 0.6362    | 
677     | 0.0            | 0.6675    | 0.636     | 
678     | 0.0            | 0.6676    | 0.636     | 
679     | 0.0            | 0.6682    | 0.636     | 
680     | 0.0            | 0.6684    | 0.6358    | 
681     | 0.0            | 0.6684    | 0.6358    | 
682     | 0.0            | 0.6682    | 0.6349    | 
683     | 0.0            | 0.6682    | 0.6357    | 
684     | 0.0            | 0.6686    | 0.6354    | 
685     | 0.0            | 0.6685    | 0.636     | 
686     | 0.0            | 0.6669    | 0.6357    | 
687     | 0.0            | 0.6683    | 0.636     | 
688     | 0.0            | 0.6681    | 0.6358    | 
689     | 0.0            | 0.6681    | 0.6353    | 
690     | 0.0            | 0.6681    | 0.6348    | 
691     | 0.0            | 0.6681    | 0.6348    | 
692     | 0.0            | 0.668     | 0.6343    | 
693     | 0.0            | 0.668     | 0.634     | 
694     | 0.0            | 0.6666    | 0.6348    | 
695     | 0.0            | 0.6665    | 0.6348    | 
696     | 0.0            | 0.6648    | 0.6342    | 
697     | 0.0            | 0.6645    | 0.6345    | 
698     | 0.0            | 0.6642    | 0.6344    | 
699     | 0.0            | 0.6632    | 0.6341    | 
700     | 0.0            | 0.6626    | 0.634     | 
701     | 0.0            | 0.6623    | 0.6343    | 
702     | 0.0            | 0.6623    | 0.6343    | 
703     | 0.0            | 0.6624    | 0.6344    | 
704     | 0.0            | 0.6624    | 0.6332    | 
705     | 0.0            | 0.6617    | 0.6332    | 
706     | 0.0            | 0.6624    | 0.6335    | 
707     | 0.0            | 0.6611    | 0.6336    | 
708     | 0.0            | 0.6611    | 0.6333    | 
709     | 0.0            | 0.6616    | 0.6332    | 
710     | 0.0            | 0.6615    | 0.6316    | 
711     | 0.0            | 0.6615    | 0.6321    | 
712     | 0.0            | 0.6615    | 0.633     | 
713     | 0.0            | 0.6604    | 0.6327    | 
714     | 0.0            | 0.6604    | 0.6329    | 
715     | 0.0            | 0.66      | 0.6325    | 
716     | 0.0            | 0.6601    | 0.6325    | 
717     | 0.0            | 0.6601    | 0.6318    | 
718     | 0.0            | 0.6601    | 0.6304    | 
719     | 0.0            | 0.6599    | 0.6304    | 
720     | 0.0            | 0.6594    | 0.6304    | 
721     | 0.0            | 0.659     | 0.6307    | 
722     | 0.0            | 0.6588    | 0.6308    | 
723     | 0.0            | 0.6589    | 0.6389    | 
724     | 0.0            | 0.6591    | 0.6383    | 
725     | 0.0            | 0.6591    | 0.6375    | 
726     | 0.0            | 0.6592    | 0.6375    | 
727     | 0.0            | 0.6597    | 0.637     | 
728     | 0.0            | 0.6595    | 0.637     | 
729     | 0.0            | 0.6601    | 0.6368    | 
730     | 0.0            | 0.6601    | 0.6361    | 
731     | 0.0            | 0.66      | 0.638     | 
732     | 0.0            | 0.6605    | 0.638     | 
733     | 0.0            | 0.6598    | 0.6379    | 
734     | 0.0            | 0.6602    | 0.6381    | 
735     | 0.0            | 0.6603    | 0.6377    | 
736     | 0.0            | 0.6603    | 0.6378    | 
737     | 0.0            | 0.6603    | 0.6376    | 
738     | 0.0            | 0.6611    | 0.6369    | 
739     | 0.0            | 0.6607    | 0.6368    | 
740     | 0.0            | 0.6609    | 0.6367    | 
741     | 0.0            | 0.6614    | 0.6367    | 
742     | 0.0            | 0.6615    | 0.6377    | 
743     | 0.0            | 0.6612    | 0.6377    | 
744     | 0.0            | 0.6612    | 0.6387    | 
745     | 0.0            | 0.6615    | 0.6391    | 
746     | 0.0            | 0.6612    | 0.6401    | 
747     | 0.0            | 0.6613    | 0.6401    | 
748     | 0.0            | 0.6608    | 0.6397    | 
749     | 0.0            | 0.6613    | 0.6397    | 
750     | 0.0            | 0.6609    | 0.6397    | 
751     | 0.0            | 0.6609    | 0.6397    | 
752     | 0.0            | 0.6614    | 0.6397    | 
753     | 0.0            | 0.6614    | 0.6399    | 
754     | 0.0            | 0.6609    | 0.6386    | 
755     | 0.0            | 0.661     | 0.6385    | 
756     | 0.0            | 0.6612    | 0.6385    | 
757     | 0.0            | 0.6613    | 0.6389    | 
758     | 0.0            | 0.6608    | 0.6387    | 
759     | 0.0            | 0.6608    | 0.639     | 
760     | 0.0            | 0.6608    | 0.6388    | 
761     | 0.0            | 0.6608    | 0.6388    | 
762     | 0.0            | 0.6599    | 0.6377    | 
763     | 0.0            | 0.6601    | 0.6376    | 
764     | 0.0            | 0.6601    | 0.6356    | 
765     | 0.0            | 0.6603    | 0.6356    | 
766     | 0.0            | 0.6602    | 0.6356    | 
767     | 0.0            | 0.6606    | 0.6356    | 
768     | 0.0            | 0.6599    | 0.6371    | 
769     | 0.0            | 0.66      | 0.638     | 
770     | 0.0            | 0.6595    | 0.638     | 
771     | 0.0            | 0.6602    | 0.6379    | 
772     | 0.0            | 0.6599    | 0.6384    | 
773     | 0.0            | 0.6605    | 0.6384    | 
774     | 0.0            | 0.6587    | 0.6379    | 
775     | 0.0            | 0.6585    | 0.6378    | 
776     | 0.0            | 0.6604    | 0.6377    | 
777     | 0.0            | 0.6601    | 0.6377    | 
778     | 0.0            | 0.6601    | 0.6377    | 
779     | 0.0            | 0.6603    | 0.6377    | 
780     | 0.0            | 0.6598    | 0.6381    | 
781     | 0.0            | 0.6597    | 0.6381    | 
782     | 0.0            | 0.6597    | 0.6382    | 
783     | 0.0            | 0.6599    | 0.6373    | 
784     | 0.0            | 0.6603    | 0.6376    | 
785     | 0.0            | 0.66      | 0.6376    | 
786     | 0.0            | 0.6595    | 0.6382    | 
787     | 0.0            | 0.6589    | 0.6382    | 
788     | 0.0            | 0.6592    | 0.6377    | 
789     | 0.0            | 0.6593    | 0.6374    | 
790     | 0.0            | 0.6592    | 0.6369    | 
791     | 0.0            | 0.6589    | 0.6367    | 
792     | 0.0            | 0.6582    | 0.6373    | 
793     | 0.0            | 0.659     | 0.6384    | 
794     | 0.0            | 0.659     | 0.6383    | 
795     | 0.0            | 0.6588    | 0.6382    | 
796     | 0.0            | 0.6582    | 0.6378    | 
797     | 0.0            | 0.6582    | 0.6378    | 
798     | 0.0            | 0.6585    | 0.6383    | 
799     | 0.0            | 0.6582    | 0.639     | 
800     | 0.0            | 0.6585    | 0.639     | 
801     | 0.0            | 0.6583    | 0.639     | 
802     | 0.0            | 0.66      | 0.639     | 
803     | 0.0            | 0.6603    | 0.6371    | 
804     | 0.0            | 0.6599    | 0.6371    | 
805     | 0.0            | 0.6599    | 0.6378    | 
806     | 0.0            | 0.6598    | 0.6371    | 
807     | 0.0            | 0.6599    | 0.6347    | 
808     | 0.0            | 0.6599    | 0.6352    | 
809     | 0.0            | 0.6599    | 0.6349    | 
810     | 0.0            | 0.6597    | 0.6349    | 
811     | 0.0            | 0.6596    | 0.6365    | 
812     | 0.0            | 0.6599    | 0.6365    | 
813     | 0.0            | 0.6586    | 0.6371    | 
814     | 0.0            | 0.659     | 0.6379    | 
815     | 0.0            | 0.659     | 0.638     | 
816     | 0.0            | 0.6591    | 0.6375    | 
817     | 0.0            | 0.6587    | 0.6373    | 
818     | 0.0            | 0.6584    | 0.6384    | 
819     | 0.0            | 0.6585    | 0.6383    | 
820     | 0.0            | 0.6579    | 0.6384    | 
821     | 0.0            | 0.6585    | 0.6384    | 
822     | 0.0            | 0.6582    | 0.6381    | 
823     | 0.0            | 0.6569    | 0.6385    | 
824     | 0.0            | 0.6562    | 0.6381    | 
825     | 0.0            | 0.6563    | 0.6395    | 
826     | 0.0            | 0.6563    | 0.6396    | 
827     | 0.0            | 0.6557    | 0.6401    | 
828     | 0.0            | 0.6552    | 0.6404    | 
829     | 0.0            | 0.6547    | 0.6398    | 
830     | 0.0            | 0.6548    | 0.6395    | 
831     | 0.0            | 0.6548    | 0.6395    | 
832     | 0.0            | 0.6547    | 0.639     | 
833     | 0.0            | 0.6548    | 0.6392    | 
834     | 0.0            | 0.6548    | 0.6395    | 
835     | 0.0            | 0.6556    | 0.6395    | 
836     | 0.0            | 0.6551    | 0.6393    | 
837     | 0.0            | 0.6565    | 0.6399    | 
838     | 0.0            | 0.6559    | 0.6398    | 
839     | 0.0            | 0.6549    | 0.6391    | 
840     | 0.0            | 0.655     | 0.6392    | 
841     | 0.0            | 0.6557    | 0.6392    | 
842     | 0.0            | 0.6559    | 0.6402    | 
843     | 0.0            | 0.656     | 0.6397    | 
844     | 0.0            | 0.6555    | 0.6397    | 
845     | 0.0            | 0.6551    | 0.6399    | 
846     | 0.0            | 0.6555    | 0.642     | 
847     | 0.0            | 0.6554    | 0.6414    | 
848     | 0.0            | 0.655     | 0.6412    | 
849     | 0.0            | 0.6558    | 0.6414    | 
850     | 0.0            | 0.6557    | 0.6428    | 
851     | 0.0            | 0.6558    | 0.6428    | 
852     | 0.0            | 0.655     | 0.6437    | 
853     | 0.0            | 0.655     | 0.6428    | 
854     | 0.0            | 0.6546    | 0.644     | 
855     | 0.0            | 0.6529    | 0.644     | 
856     | 0.0            | 0.6526    | 0.644     | 
857     | 0.0            | 0.6531    | 0.6439    | 
858     | 0.0            | 0.6531    | 0.644     | 
859     | 0.0            | 0.6534    | 0.6434    | 
860     | 0.0            | 0.6519    | 0.6433    | 
861     | 0.0            | 0.6522    | 0.6433    | 
862     | 0.0            | 0.6522    | 0.6439    | 
863     | 0.0            | 0.6528    | 0.6443    | 
864     | 0.0            | 0.652     | 0.6443    | 
865     | 0.0            | 0.6519    | 0.6443    | 
866     | 0.0            | 0.6521    | 0.6442    | 
867     | 0.0            | 0.6521    | 0.6442    | 
868     | 0.0            | 0.6523    | 0.6442    | 
869     | 0.0            | 0.6527    | 0.6444    | 
870     | 0.0            | 0.6527    | 0.6445    | 
871     | 0.0            | 0.6531    | 0.6448    | 
872     | 0.0            | 0.6531    | 0.6447    | 
873     | 0.0            | 0.6531    | 0.6446    | 
874     | 0.0            | 0.6536    | 0.6454    | 
875     | 0.0            | 0.6525    | 0.6454    | 
876     | 0.0            | 0.6525    | 0.6454    | 
877     | 0.0            | 0.6525    | 0.6429    | 
878     | 0.0            | 0.6525    | 0.6419    | 
879     | 0.0            | 0.6524    | 0.6407    | 
880     | 0.0            | 0.6521    | 0.6411    | 
881     | 0.0            | 0.65      | 0.6403    | 
882     | 0.0            | 0.6501    | 0.6396    | 
883     | 0.0            | 0.6488    | 0.6396    | 
884     | 0.0            | 0.6485    | 0.6397    | 
885     | 0.0            | 0.6482    | 0.6344    | 
886     | 0.0            | 0.6485    | 0.6358    | 
887     | 0.0            | 0.6488    | 0.6358    | 
888     | 0.0            | 0.6485    | 0.6358    | 
889     | 0.0            | 0.6476    | 0.6375    | 
890     | 0.0            | 0.6477    | 0.6375    | 
891     | 0.0            | 0.6478    | 0.6375    | 
892     | 0.0            | 0.6478    | 0.6381    | 
893     | 0.0            | 0.6471    | 0.6376    | 
894     | 0.0            | 0.6467    | 0.6389    | 
895     | 0.0            | 0.647     | 0.6392    | 
896     | 0.0            | 0.6473    | 0.6395    | 
897     | 0.0            | 0.6476    | 0.6388    | 
898     | 0.0            | 0.6476    | 0.639     | 
899     | 0.0            | 0.6472    | 0.6391    | 
900     | 0.0            | 0.6471    | 0.6387    | 
901     | 0.0            | 0.6471    | 0.6394    | 
902     | 0.0            | 0.6473    | 0.6398    | 
903     | 0.0            | 0.6474    | 0.6398    | 
904     | 0.0            | 0.6477    | 0.6396    | 
905     | 0.0            | 0.6477    | 0.6396    | 
906     | 0.0            | 0.6469    | 0.6381    | 
907     | 0.0            | 0.6461    | 0.638     | 
908     | 0.0            | 0.646     | 0.638     | 
909     | 0.0            | 0.6458    | 0.639     | 
910     | 0.0            | 0.6452    | 0.639     | 
911     | 0.0            | 0.6452    | 0.6384    | 
912     | 0.0            | 0.6466    | 0.6379    | 
913     | 0.0            | 0.6466    | 0.6385    | 
914     | 0.0            | 0.6466    | 0.6386    | 
915     | 0.0            | 0.6453    | 0.6387    | 
916     | 0.0            | 0.645     | 0.6387    | 
917     | 0.0            | 0.645     | 0.6389    | 
918     | 0.0            | 0.645     | 0.6384    | 
919     | 0.0            | 0.6443    | 0.6402    | 
920     | 0.0            | 0.6439    | 0.6397    | 
921     | 0.0            | 0.6438    | 0.6395    | 
922     | 0.0            | 0.6438    | 0.6396    | 
923     | 0.0            | 0.6441    | 0.6395    | 
924     | 0.0            | 0.6449    | 0.6397    | 
925     | 0.0            | 0.644     | 0.6396    | 
926     | 0.0            | 0.6442    | 0.64      | 
927     | 0.0            | 0.644     | 0.6411    | 
928     | 0.0            | 0.644     | 0.6411    | 
929     | 0.0            | 0.644     | 0.6411    | 
930     | 0.0            | 0.6433    | 0.6411    | 
931     | 0.0            | 0.6433    | 0.6411    | 
932     | 0.0            | 0.6439    | 0.6411    | 
933     | 0.0            | 0.6426    | 0.6398    | 
934     | 0.0            | 0.6437    | 0.6398    | 
935     | 0.0            | 0.6435    | 0.6386    | 
936     | 0.0            | 0.6438    | 0.6386    | 
937     | 0.0            | 0.6439    | 0.6386    | 
938     | 0.0            | 0.6439    | 0.6386    | 
939     | 0.0            | 0.6447    | 0.6382    | 
940     | 0.0            | 0.6446    | 0.638     | 
941     | 0.0            | 0.644     | 0.638     | 
942     | 0.0            | 0.6442    | 0.6385    | 
943     | 0.0            | 0.6436    | 0.6384    | 
944     | 0.0            | 0.6435    | 0.6384    | 
945     | 0.0            | 0.6427    | 0.6384    | 
946     | 0.0            | 0.6425    | 0.6396    | 
947     | 0.0            | 0.6425    | 0.6392    | 
948     | 0.0            | 0.6421    | 0.6394    | 
949     | 0.0            | 0.6422    | 0.6381    | 
950     | 0.0            | 0.6421    | 0.6381    | 
951     | 0.0            | 0.6419    | 0.6381    | 
952     | 0.0            | 0.6416    | 0.6365    | 
953     | 0.0            | 0.6415    | 0.6365    | 
954     | 0.0            | 0.6415    | 0.6365    | 
955     | 0.0            | 0.6419    | 0.6367    | 
956     | 0.0            | 0.641     | 0.6367    | 
957     | 0.0            | 0.641     | 0.6366    | 
958     | 0.0            | 0.641     | 0.6382    | 
959     | 0.0            | 0.6408    | 0.6388    | 
960     | 0.0            | 0.6413    | 0.6388    | 
961     | 0.0            | 0.6414    | 0.6388    | 
962     | 0.0            | 0.6413    | 0.6389    | 
963     | 0.0            | 0.6413    | 0.6393    | 
964     | 0.0            | 0.6408    | 0.6392    | 
965     | 0.0            | 0.6411    | 0.639     | 
966     | 0.0            | 0.641     | 0.6389    | 
967     | 0.0            | 0.6406    | 0.6389    | 
968     | 0.0            | 0.641     | 0.6389    | 
969     | 0.0            | 0.6398    | 0.6389    | 
970     | 0.0            | 0.6402    | 0.6383    | 
971     | 0.0            | 0.6399    | 0.6366    | 
972     | 0.0            | 0.6399    | 0.6366    | 
973     | 0.0            | 0.6401    | 0.6366    | 
974     | 0.0            | 0.6391    | 0.6366    | 
975     | 0.0            | 0.6388    | 0.6349    | 
976     | 0.0            | 0.6379    | 0.6335    | 
977     | 0.0            | 0.6374    | 0.6335    | 
978     | 0.0            | 0.637     | 0.6334    | 
979     | 0.0            | 0.6363    | 0.6335    | 
980     | 0.0            | 0.6364    | 0.6335    | 
981     | 0.0            | 0.6364    | 0.6335    | 
982     | 0.0            | 0.6356    | 0.6335    | 
983     | 0.0            | 0.6355    | 0.6335    | 
984     | 0.0            | 0.6351    | 0.6323    | 
985     | 0.0            | 0.6343    | 0.6329    | 
986     | 0.0            | 0.6336    | 0.6323    | 
987     | 0.0            | 0.6336    | 0.6311    | 
988     | 0.0            | 0.6332    | 0.6311    | 
989     | 0.0            | 0.6328    | 0.631     | 
990     | 0.0            | 0.6323    | 0.631     | 
991     | 0.0            | 0.6313    | 0.6305    | 
992     | 0.0            | 0.6312    | 0.627     | 
993     | 0.0            | 0.6314    | 0.6267    | 
994     | 0.0            | 0.6314    | 0.6267    | 
995     | 0.0            | 0.631     | 0.6267    | 
996     | 0.0            | 0.6317    | 0.6271    | 
997     | 0.0            | 0.6317    | 0.626     | 
998     | 0.0            | 0.6315    | 0.6264    | 
999     | 0.0            | 0.6313    | 0.6261    | 
1000    | 0.0            | 0.6304    | 0.6261    | 
1001    | 0.0            | 0.6287    | 0.6261    | 
1002    | 0.0            | 0.6287    | 0.6255    | 
1003    | 0.0            | 0.6285    | 0.6252    | 
1004    | 0.0            | 0.6281    | 0.6258    | 
1005    | 0.0            | 0.6276    | 0.6258    | 
1006    | 0.0            | 0.6287    | 0.6258    | 
1007    | 0.0            | 0.6275    | 0.6249    | 
1008    | 0.0            | 0.6269    | 0.6254    | 
1009    | 0.0            | 0.6275    | 0.6265    | 
1010    | 0.0            | 0.6266    | 0.6222    | 
1011    | 0.0            | 0.6267    | 0.622     | 
1012    | 0.0            | 0.6267    | 0.622     | 
1013    | 0.0            | 0.6267    | 0.6214    | 
1014    | 0.0            | 0.627     | 0.6212    | 
1015    | 0.0            | 0.6274    | 0.6212    | 
1016    | 0.0            | 0.6269    | 0.6199    | 
1017    | 0.0            | 0.6269    | 0.6188    | 
1018    | 0.0            | 0.6261    | 0.6188    | 
1019    | 0.0            | 0.6261    | 0.6188    | 
1020    | 0.0            | 0.6266    | 0.6192    | 
1021    | 0.0            | 0.6266    | 0.6198    | 
1022    | 0.0            | 0.6265    | 0.6198    | 
1023    | 0.0            | 0.6267    | 0.6198    | 
1024    | 0.0            | 0.627     | 0.6198    | 
1025    | 0.0            | 0.627     | 0.6198    | 
1026    | 0.0            | 0.627     | 0.6185    | 
1027    | 0.0            | 0.6266    | 0.6185    | 
1028    | 0.0            | 0.626     | 0.6179    | 
1029    | 0.0            | 0.6259    | 0.6178    | 
1030    | 0.0            | 0.6259    | 0.6178    | 
1031    | 0.0            | 0.6257    | 0.6178    | 
1032    | 0.0            | 0.6257    | 0.617     | 
