java -jar RankLib-2.14.jar -train ../data/experiment/ss_before_after_train.txt -test ../data/experiment/ss_before_after_test.txt -validate ../data/experiment/ss_before_after_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_ss_before_after.txt


Discard orig. features
Training data:	../data/experiment/ss_before_after_train.txt
Test data:	../data/experiment/ss_before_after_test.txt
Validation data:	../data/experiment/ss_before_after_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_ss_before_after.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/ss_before_after_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/ss_before_after_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/ss_before_after_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
305     | 0.801     | 0.7135    | 
306     | 0.8014    | 0.714     | 
307     | 0.8015    | 0.7141    | 
308     | 0.8011    | 0.7147    | 
309     | 0.8014    | 0.7149    | 
310     | 0.8024    | 0.7133    | 
311     | 0.803     | 0.7143    | 
312     | 0.8031    | 0.7137    | 
313     | 0.8041    | 0.714     | 
314     | 0.8039    | 0.715     | 
315     | 0.804     | 0.7154    | 
316     | 0.8044    | 0.7164    | 
317     | 0.8042    | 0.7168    | 
318     | 0.8046    | 0.7164    | 
319     | 0.8044    | 0.7162    | 
320     | 0.8053    | 0.7165    | 
321     | 0.8056    | 0.7165    | 
322     | 0.8059    | 0.7168    | 
323     | 0.8062    | 0.7169    | 
324     | 0.8061    | 0.7166    | 
325     | 0.8069    | 0.7159    | 
326     | 0.8063    | 0.7167    | 
327     | 0.8056    | 0.7161    | 
328     | 0.8055    | 0.7161    | 
329     | 0.8059    | 0.7161    | 
330     | 0.8061    | 0.7178    | 
331     | 0.806     | 0.7172    | 
332     | 0.8061    | 0.7167    | 
333     | 0.8062    | 0.7175    | 
334     | 0.8068    | 0.7168    | 
335     | 0.808     | 0.7167    | 
336     | 0.8085    | 0.719     | 
337     | 0.8085    | 0.7189    | 
338     | 0.8096    | 0.7192    | 
339     | 0.81      | 0.7178    | 
340     | 0.8096    | 0.7173    | 
341     | 0.81      | 0.7172    | 
342     | 0.8097    | 0.7186    | 
343     | 0.8101    | 0.7202    | 
344     | 0.8106    | 0.7202    | 
345     | 0.8109    | 0.721     | 
346     | 0.8107    | 0.7213    | 
347     | 0.8109    | 0.721     | 
348     | 0.811     | 0.7212    | 
349     | 0.8111    | 0.7222    | 
350     | 0.8112    | 0.7221    | 
351     | 0.812     | 0.7223    | 
352     | 0.8113    | 0.7221    | 
353     | 0.8118    | 0.7221    | 
354     | 0.8124    | 0.7226    | 
355     | 0.8125    | 0.7234    | 
356     | 0.8119    | 0.7233    | 
357     | 0.8124    | 0.7236    | 
358     | 0.8125    | 0.7238    | 
359     | 0.8126    | 0.7225    | 
360     | 0.8125    | 0.7222    | 
361     | 0.813     | 0.7223    | 
362     | 0.8127    | 0.7212    | 
363     | 0.8131    | 0.7215    | 
364     | 0.8131    | 0.7228    | 
365     | 0.813     | 0.7224    | 
366     | 0.8143    | 0.7223    | 
367     | 0.8142    | 0.7229    | 
368     | 0.8142    | 0.7223    | 
369     | 0.8147    | 0.722     | 
370     | 0.8153    | 0.7222    | 
371     | 0.8153    | 0.7232    | 
372     | 0.8153    | 0.7234    | 
373     | 0.8162    | 0.7238    | 
374     | 0.8165    | 0.7242    | 
375     | 0.8162    | 0.7236    | 
376     | 0.8163    | 0.7238    | 
377     | 0.8163    | 0.7244    | 
378     | 0.8162    | 0.7255    | 
