java -jar RankLib-2.14.jar -train ../data/experiment/before_train.txt -test ../data/experiment/before_test.txt -validate ../data/experiment/before_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_before.txt

Discard orig. features
Training data:	../data/experiment/before_train.txt
Test data:	../data/experiment/before_test.txt
Validation data:	../data/experiment/before_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_before.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/before_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/before_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/before_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
140     | 0.6526    | 0.5939    | 
141     | 0.6526    | 0.5926    | 
142     | 0.6535    | 0.5933    | 
143     | 0.6527    | 0.5935    | 
144     | 0.6547    | 0.594     | 
145     | 0.6527    | 0.5944    | 
146     | 0.6532    | 0.5933    | 
147     | 0.6533    | 0.5925    | 
148     | 0.6538    | 0.5945    | 
149     | 0.6522    | 0.5944    | 
150     | 0.654     | 0.597     | 
151     | 0.6542    | 0.5965    | 
152     | 0.655     | 0.5974    | 
153     | 0.6545    | 0.5974    | 
154     | 0.655     | 0.5972    | 
155     | 0.6554    | 0.5971    | 
156     | 0.656     | 0.5951    | 
157     | 0.656     | 0.5957    | 
158     | 0.6554    | 0.5975    | 
159     | 0.6562    | 0.5979    | 
160     | 0.6561    | 0.5976    | 
161     | 0.6567    | 0.5992    | 
162     | 0.6589    | 0.6002    | 
163     | 0.6586    | 0.6002    | 
164     | 0.6588    | 0.5986    | 
165     | 0.6588    | 0.5994    | 
166     | 0.659     | 0.5991    | 
167     | 0.6579    | 0.6018    | 
168     | 0.6583    | 0.6021    | 
169     | 0.6586    | 0.6015    | 
170     | 0.6576    | 0.6008    | 
171     | 0.658     | 0.5999    | 
172     | 0.6598    | 0.6015    | 
173     | 0.6594    | 0.6002    | 
174     | 0.6604    | 0.5994    | 
175     | 0.6605    | 0.5994    | 
176     | 0.6615    | 0.6012    | 
177     | 0.6619    | 0.6001    | 
178     | 0.6612    | 0.6008    | 
179     | 0.6624    | 0.6008    | 
180     | 0.6632    | 0.6003    | 
181     | 0.6617    | 0.6013    | 
182     | 0.6625    | 0.6014    | 
183     | 0.6627    | 0.6023    | 
184     | 0.6637    | 0.6028    | 
185     | 0.664     | 0.602     | 
186     | 0.662     | 0.6019    | 
187     | 0.6618    | 0.6011    | 
188     | 0.6626    | 0.6016    | 
189     | 0.6642    | 0.6017    | 
190     | 0.6633    | 0.6007    | 
191     | 0.663     | 0.6014    | 
192     | 0.6636    | 0.6014    | 
193     | 0.6644    | 0.6013    | 
194     | 0.6635    | 0.6016    | 
195     | 0.6633    | 0.6033    | 
196     | 0.6631    | 0.6025    | 
197     | 0.6622    | 0.6028    | 
198     | 0.6627    | 0.6028    | 
199     | 0.6634    | 0.603     | 
200     | 0.6633    | 0.6021    | 
201     | 0.6647    | 0.6024    | 
202     | 0.6652    | 0.6019    | 
203     | 0.6646    | 0.6032    | 
204     | 0.6633    | 0.6021    | 
205     | 0.6648    | 0.6013    | 
206     | 0.6648    | 0.602     | 
207     | 0.6646    | 0.6019    | 
208     | 0.6644    | 0.6038    | 
209     | 0.6655    | 0.6038    | 
210     | 0.6643    | 0.6035    | 
211     | 0.6656    | 0.6047    | 
212     | 0.6664    | 0.6049    | 
213     | 0.6663    | 0.604     | 
214     | 0.6667    | 0.6025    | 
215     | 0.6658    | 0.6041    | 
216     | 0.6661    | 0.6052    | 
217     | 0.6661    | 0.6046    | 
218     | 0.666     | 0.6049    | 
219     | 0.6661    | 0.6039    | 
220     | 0.6673    | 0.6037    | 
221     | 0.667     | 0.6037    | 
222     | 0.6673    | 0.6035    | 
223     | 0.6678    | 0.6038    | 
224     | 0.6675    | 0.6036    | 
225     | 0.667     | 0.6043    | 
226     | 0.667     | 0.6038    | 
227     | 0.6686    | 0.6038    | 
228     | 0.6693    | 0.6026    | 
229     | 0.6696    | 0.6034    | 
230     | 0.669     | 0.602     | 
231     | 0.6702    | 0.6029    | 
232     | 0.6709    | 0.6035    | 
233     | 0.6712    | 0.605     | 
234     | 0.6711    | 0.6049    | 
235     | 0.671     | 0.605     | 
236     | 0.6716    | 0.6062    | 
237     | 0.6716    | 0.605     | 
238     | 0.6728    | 0.6038    | 
239     | 0.6725    | 0.6035    | 
240     | 0.6724    | 0.6027    | 
241     | 0.6735    | 0.6024    | 
242     | 0.6737    | 0.6045    | 
243     | 0.6752    | 0.6039    | 
244     | 0.6751    | 0.6041    | 
245     | 0.6751    | 0.6047    | 
246     | 0.674     | 0.6046    | 
247     | 0.6743    | 0.6056    | 
248     | 0.6752    | 0.6056    | 
249     | 0.675     | 0.6063    | 
250     | 0.6752    | 0.6047    | 
251     | 0.675     | 0.6055    | 
252     | 0.6755    | 0.6055    | 
253     | 0.6761    | 0.6067    | 
254     | 0.6758    | 0.6061    | 
255     | 0.6756    | 0.6057    | 
256     | 0.6751    | 0.6064    | 
257     | 0.6761    | 0.6057    | 
258     | 0.6769    | 0.6065    | 
259     | 0.6772    | 0.6073    | 
260     | 0.6772    | 0.6078    | 
261     | 0.6766    | 0.6095    | 
262     | 0.6766    | 0.6089    | 
263     | 0.6775    | 0.6099    | 
264     | 0.678     | 0.6095    | 
265     | 0.6781    | 0.6081    | 
266     | 0.6778    | 0.6083    | 
267     | 0.6784    | 0.6114    | 
268     | 0.6783    | 0.611     | 
269     | 0.6786    | 0.6112    | 
270     | 0.679     | 0.6103    | 
271     | 0.6793    | 0.612     | 
272     | 0.678     | 0.6123    | 
273     | 0.678     | 0.612     | 
274     | 0.678     | 0.6116    | 
275     | 0.6783    | 0.6116    | 
276     | 0.6788    | 0.6116    | 
277     | 0.6788    | 0.613     | 
278     | 0.679     | 0.6125    | 
279     | 0.6787    | 0.6129    | 
280     | 0.6791    | 0.6119    | 
281     | 0.6795    | 0.6118    | 
282     | 0.68      | 0.6123    | 
283     | 0.6804    | 0.6134    | 
284     | 0.6802    | 0.6137    | 
285     | 0.6808    | 0.6128    | 
286     | 0.6816    | 0.6125    | 
287     | 0.6814    | 0.6121    | 
288     | 0.6815    | 0.611     | 
289     | 0.6811    | 0.6095    | 
290     | 0.6826    | 0.6082    | 
291     | 0.6826    | 0.6108    | 
292     | 0.683     | 0.6109    | 
293     | 0.6836    | 0.6098    | 
294     | 0.6832    | 0.6098    | 
295     | 0.6833    | 0.6098    | 
296     | 0.6833    | 0.6104    | 
297     | 0.6839    | 0.6101    | 
298     | 0.684     | 0.6103    | 
299     | 0.6838    | 0.6098    | 
300     | 0.6838    | 0.6098    | 
301     | 0.6835    | 0.6103    | 
302     | 0.6833    | 0.6115    | 
303     | 0.6835    | 0.6102    | 
304     | 0.6832    | 0.611     | 
305     | 0.6844    | 0.6122    | 
306     | 0.6846    | 0.6132    | 
307     | 0.6843    | 0.6126    | 
308     | 0.684     | 0.6138    | 
309     | 0.684     | 0.6145    | 
310     | 0.6838    | 0.6144    | 
311     | 0.6839    | 0.6145    | 
312     | 0.6841    | 0.6123    | 
313     | 0.6851    | 0.612     | 
314     | 0.6852    | 0.612     | 
315     | 0.6851    | 0.612     | 
316     | 0.685     | 0.6138    | 
317     | 0.6853    | 0.6131    | 
318     | 0.6861    | 0.6144    | 
319     | 0.6859    | 0.6145    | 
320     | 0.686     | 0.6145    | 
321     | 0.6862    | 0.615     | 
322     | 0.6863    | 0.6151    | 
323     | 0.6865    | 0.6145    | 
324     | 0.6865    | 0.6145    | 
325     | 0.6866    | 0.6139    | 
326     | 0.6866    | 0.6142    | 
327     | 0.6869    | 0.6155    | 
328     | 0.6868    | 0.6155    | 
329     | 0.6869    | 0.6163    | 
330     | 0.6869    | 0.6165    | 
331     | 0.6873    | 0.6166    | 
332     | 0.6874    | 0.6175    | 
333     | 0.6873    | 0.6176    | 
334     | 0.6875    | 0.6169    | 
335     | 0.6873    | 0.6171    | 
336     | 0.6873    | 0.6165    | 
337     | 0.6873    | 0.6164    | 
338     | 0.6868    | 0.6151    | 
339     | 0.6875    | 0.6145    | 
340     | 0.6877    | 0.6144    | 
341     | 0.6883    | 0.6156    | 
342     | 0.6881    | 0.6159    | 
343     | 0.6877    | 0.6156    | 
344     | 0.6876    | 0.6155    | 
345     | 0.6873    | 0.6149    | 
346     | 0.6878    | 0.6151    | 
347     | 0.6881    | 0.6154    | 
348     | 0.6881    | 0.6155    | 
349     | 0.688     | 0.6155    | 
350     | 0.6884    | 0.6158    | 
351     | 0.6888    | 0.6158    | 
